"","INDEX","X2000","X2087","change","EEZID"
"105",87960,14,12,-2,945
"106",87961,15,12,-3,945
"107",87962,15,12,-3,945
"108",87963,21,15,-6,945
"109",87964,21,19,-2,945
"110",87965,22,21,-1,945
"111",87966,22,24,2,945
"112",87967,23,24,1,945
"113",87968,30,31,1,945
"114",87969,79,72,-7,945
"115",87970,115,105,-10,945
"116",87971,140,132,-8,945
"117",87972,136,127,-9,945
"118",87974,143,135,-8,945
"119",87975,147,137,-10,945
"120",87976,142,137,-5,945
"121",87977,127,120,-7,945
"122",88676,10,11,1,945
"123",88677,13,11,-2,945
"124",88678,13,11,-2,945
"125",88679,13,11,-2,945
"126",88680,14,12,-2,945
"127",88681,16,12,-4,945
"128",88682,16,12,-4,945
"129",88683,21,15,-6,945
"130",88684,21,15,-6,945
"131",88685,21,21,0,945
"132",88686,22,21,-1,945
"133",88687,23,24,1,945
"134",88688,23,23,0,945
"135",88689,155,148,-7,945
"136",88690,155,148,-7,945
"137",88691,150,139,-11,945
"138",88692,146,134,-12,945
"139",88695,131,123,-8,945
"140",88696,130,124,-6,945
"141",88697,142,135,-7,945
"142",88698,140,132,-8,945
"143",89397,15,17,2,945
"144",89398,16,17,1,945
"145",89399,19,16,-3,945
"146",89400,20,17,-3,945
"147",89401,21,18,-3,945
"148",89402,21,18,-3,945
"149",89403,21,19,-2,945
"150",89404,21,19,-2,945
"151",89405,21,19,-2,945
"152",89406,21,19,-2,945
"153",89407,22,20,-2,945
"154",89408,23,20,-3,945
"155",89409,75,64,-11,945
"156",89410,149,139,-10,945
"157",89411,144,136,-8,945
"158",89412,130,121,-9,945
"159",89413,77,74,-3,945
"160",89415,135,136,1,945
"161",89416,137,138,1,945
"162",89417,52,43,-9,945
"163",89418,141,137,-4,945
"164",89419,139,136,-3,945
"165",90117,15,17,2,945
"166",90118,16,17,1,945
"167",90119,18,16,-2,945
"168",90120,19,17,-2,945
"169",90121,21,18,-3,945
"170",90122,21,18,-3,945
"171",90123,21,19,-2,945
"172",90124,21,19,-2,945
"173",90125,21,19,-2,945
"174",90126,21,19,-2,945
"175",90127,22,19,-3,945
"176",90128,23,20,-3,945
"177",90129,24,20,-4,945
"178",90130,32,27,-5,945
"179",90131,141,137,-4,945
"180",90132,141,137,-4,945
"181",90136,137,134,-3,945
"182",90137,138,136,-2,945
"183",90138,25,15,-10,945
"184",90139,137,134,-3,945
"185",90140,139,134,-5,945
"186",90141,100,100,0,945
"187",90838,16,18,2,945
"188",90839,19,18,-1,945
"189",90840,19,19,0,945
"190",90841,21,19,-2,945
"191",90842,21,19,-2,945
"192",90843,21,19,-2,945
"193",90844,22,19,-3,945
"194",90845,21,19,-2,945
"195",90846,22,19,-3,945
"196",90847,22,19,-3,945
"197",90848,23,19,-4,945
"198",90849,22,19,-3,945
"199",90850,22,19,-3,945
"200",90851,24,15,-9,945
"201",90852,110,103,-7,945
"202",90853,126,121,-5,945
"203",90854,123,118,-5,945
"204",90855,98,96,-2,945
"205",90857,140,136,-4,945
"206",90858,142,137,-5,945
"207",90859,28,18,-10,945
"208",90860,130,123,-7,945
"209",90861,130,123,-7,945
"210",90862,115,108,-7,945
"211",91559,18,18,0,945
"212",91560,19,19,0,945
"213",91561,20,19,-1,945
"214",91562,21,19,-2,945
"215",91563,21,19,-2,945
"216",91564,22,19,-3,945
"217",91565,21,19,-2,945
"218",91566,22,19,-3,945
"219",91567,22,19,-3,945
"220",91568,22,19,-3,945
"221",91569,23,19,-4,945
"222",91570,25,21,-4,945
"223",91571,24,15,-9,945
"224",91572,23,13,-10,945
"225",91573,110,104,-6,945
"226",91574,110,105,-5,945
"227",91575,119,116,-3,945
"228",91576,107,105,-2,945
"229",91578,97,82,-15,945
"230",91579,97,84,-13,945
"231",91580,33,23,-10,945
"232",91581,127,122,-5,945
"233",91582,122,116,-6,945
"234",92280,18,19,1,945
"235",92281,19,19,0,945
"236",92282,20,19,-1,945
"237",92283,21,19,-2,945
"238",92284,21,19,-2,945
"239",92285,22,19,-3,945
"240",92286,22,19,-3,945
"241",92287,22,19,-3,945
"242",92288,22,19,-3,945
"243",92289,21,18,-3,945
"244",92290,21,18,-3,945
"245",92291,18,12,-6,945
"246",92292,18,12,-6,945
"247",92293,32,24,-8,945
"248",92294,74,70,-4,945
"249",92295,120,118,-2,945
"250",92296,117,114,-3,945
"251",92298,124,122,-2,945
"252",92299,129,127,-2,945
"253",92300,32,29,-3,945
"254",92301,99,95,-4,945
"255",92302,121,119,-2,945
"256",92303,76,75,-1,945
"257",93002,21,21,0,945
"258",93003,21,19,-2,945
"259",93004,21,19,-2,945
"260",93005,22,19,-3,945
"261",93006,22,19,-3,945
"262",93007,22,19,-3,945
"263",93008,22,19,-3,945
"264",93009,21,18,-3,945
"265",93010,21,18,-3,945
"266",93011,17,12,-5,945
"267",93012,17,12,-5,945
"268",93013,23,17,-6,945
"269",93014,67,60,-7,945
"270",93015,106,101,-5,945
"271",93016,104,101,-3,945
"272",93019,79,75,-4,945
"273",93020,80,75,-5,945
"274",93021,20,17,-3,945
"275",93022,124,120,-4,945
"276",93023,121,118,-3,945
"277",93024,114,113,-1,945
"278",93722,19,19,0,945
"279",93723,19,19,0,945
"280",93724,21,19,-2,945
"281",93725,21,19,-2,945
"282",93726,20,19,-1,945
"283",93727,20,18,-2,945
"284",93728,20,18,-2,945
"285",93729,21,19,-2,945
"286",93730,21,19,-2,945
"287",93731,21,12,-9,945
"288",93732,22,12,-10,945
"289",93733,22,18,-4,945
"290",93734,26,21,-5,945
"291",93735,80,75,-5,945
"292",93736,118,116,-2,945
"293",93737,115,114,-1,945
"294",93739,115,115,0,945
"295",93740,118,116,-2,945
"296",93741,40,34,-6,945
"297",93742,26,22,-4,945
"298",93743,84,79,-5,945
"299",93744,123,118,-5,945
"300",93745,106,105,-1,945
"301",94442,18,19,1,945
"302",94443,19,19,0,945
"303",94444,21,19,-2,945
"304",94445,20,19,-1,945
"305",94446,20,19,-1,945
"306",94447,19,18,-1,945
"307",94448,20,18,-2,945
"308",94449,21,19,-2,945
"309",94450,21,19,-2,945
"310",94451,21,12,-9,945
"311",94452,22,12,-10,945
"312",94453,22,19,-3,945
"313",94454,22,20,-2,945
"314",94455,27,27,0,945
"315",94456,79,75,-4,945
"316",94457,115,114,-1,945
"317",94458,115,113,-2,945
"318",94459,113,111,-2,945
"319",94460,113,115,2,945
"320",94461,113,112,-1,945
"321",94462,42,38,-4,945
"322",94463,26,21,-5,945
"323",94464,101,97,-4,945
"324",94465,113,112,-1,945
"325",94466,106,105,-1,945
"326",95162,18,19,1,945
"327",95163,18,19,1,945
"328",95164,18,19,1,945
"329",95165,19,18,-1,945
"330",95166,19,18,-1,945
"331",95167,20,19,-1,945
"332",95168,20,19,-1,945
"333",95169,21,19,-2,945
"334",95170,21,19,-2,945
"335",95171,21,12,-9,945
"336",95172,21,12,-9,945
"337",95173,21,18,-3,945
"338",95174,22,18,-4,945
"339",95175,23,21,-2,945
"340",95176,60,54,-6,945
"341",95177,68,64,-4,945
"342",95178,70,61,-9,945
"343",95179,111,108,-3,945
"344",95180,106,106,0,945
"345",95181,111,114,3,945
"346",95182,110,110,0,945
"347",95183,22,19,-3,945
"348",95184,29,26,-3,945
"349",95185,85,83,-2,945
"350",95186,113,111,-2,945
"351",95187,102,102,0,945
"352",95882,18,19,1,945
"353",95883,18,19,1,945
"354",95884,18,19,1,945
"355",95885,19,18,-1,945
"356",95886,19,18,-1,945
"357",95887,20,19,-1,945
"358",95888,20,19,-1,945
"359",95889,20,19,-1,945
"360",95890,21,19,-2,945
"361",95891,21,12,-9,945
"362",95892,21,12,-9,945
"363",95893,21,18,-3,945
"364",95894,22,19,-3,945
"365",95895,22,20,-2,945
"366",95896,22,20,-2,945
"367",95897,34,30,-4,945
"368",95898,36,33,-3,945
"369",95899,66,56,-10,945
"370",95900,108,106,-2,945
"371",95901,106,103,-3,945
"372",95902,108,105,-3,945
"373",95903,23,18,-5,945
"374",95904,22,17,-5,945
"375",95905,22,20,-2,945
"376",95906,64,57,-7,945
"377",95907,113,105,-8,945
"378",95908,106,101,-5,945
"379",96603,16,19,3,945
"380",96604,19,19,0,945
"381",96605,20,19,-1,945
"382",96606,20,19,-1,945
"383",96607,20,19,-1,945
"384",96608,20,19,-1,945
"385",96609,19,12,-7,945
"386",96610,20,12,-8,945
"387",96611,21,12,-9,945
"388",96612,21,12,-9,945
"389",96613,21,19,-2,945
"390",96614,22,19,-3,945
"391",96615,22,19,-3,945
"392",96616,22,19,-3,945
"393",96617,20,17,-3,945
"394",96618,20,17,-3,945
"395",96619,24,20,-4,945
"396",96620,106,102,-4,945
"397",96621,106,102,-4,945
"398",96622,37,34,-3,945
"399",96623,20,18,-2,945
"400",96624,20,18,-2,945
"401",96625,24,22,-2,945
"402",96626,24,22,-2,945
"403",96627,62,55,-7,945
"404",96628,107,104,-3,945
"405",96629,99,96,-3,945
"406",97324,16,18,2,945
"407",97325,17,18,1,945
"408",97326,19,18,-1,945
"409",97327,20,19,-1,945
"410",97328,20,19,-1,945
"411",97329,20,12,-8,945
"412",97330,21,12,-9,945
"413",97331,21,12,-9,945
"414",97332,21,12,-9,945
"415",97333,21,19,-2,945
"416",97334,22,19,-3,945
"417",97335,23,19,-4,945
"418",97336,22,19,-3,945
"419",97337,20,17,-3,945
"420",97338,20,17,-3,945
"421",97339,20,18,-2,945
"422",97340,20,18,-2,945
"423",97341,21,18,-3,945
"424",97342,21,18,-3,945
"425",97343,20,18,-2,945
"426",97344,20,18,-2,945
"427",97345,20,18,-2,945
"428",97346,20,18,-2,945
"429",97347,56,49,-7,945
"430",97348,110,106,-4,945
"431",97349,105,102,-3,945
"432",98046,13,18,5,945
"433",98047,17,11,-6,945
"434",98048,18,11,-7,945
"435",98049,19,11,-8,945
"436",98050,19,11,-8,945
"437",98051,19,14,-5,945
"438",98052,20,14,-6,945
"439",98053,20,18,-2,945
"440",98054,20,18,-2,945
"441",98055,20,18,-2,945
"442",98056,21,18,-3,945
"443",98057,20,17,-3,945
"444",98058,20,18,-2,945
"445",98059,20,18,-2,945
"446",98060,20,18,-2,945
"447",98061,20,18,-2,945
"448",98062,20,18,-2,945
"449",98063,20,18,-2,945
"450",98064,20,18,-2,945
"451",98065,20,18,-2,945
"452",98066,20,18,-2,945
"453",98067,101,99,-2,945
"454",98068,100,100,0,945
"455",98069,98,97,-1,945
"456",98070,90,90,0,945
"457",98767,18,11,-7,945
"458",98768,19,11,-8,945
"459",98769,19,11,-8,945
"460",98770,19,11,-8,945
"461",98771,19,17,-2,945
"462",98772,20,17,-3,945
"463",98773,20,18,-2,945
"464",98774,20,18,-2,945
"465",98775,21,18,-3,945
"466",98776,21,18,-3,945
"467",98777,20,18,-2,945
"468",98778,20,18,-2,945
"469",98779,20,18,-2,945
"470",98780,20,18,-2,945
"471",98781,20,18,-2,945
"472",98782,20,18,-2,945
"473",98783,20,18,-2,945
"474",98784,20,18,-2,945
"475",98785,18,17,-1,945
"476",98786,18,17,-1,945
"477",98787,21,17,-4,945
"478",98788,80,76,-4,945
"479",98789,81,76,-5,945
"480",98790,78,74,-4,945
"481",99486,15,11,-4,945
"482",99487,18,11,-7,945
"483",99488,18,11,-7,945
"484",99489,19,11,-8,945
"485",99490,20,11,-9,945
"486",99491,20,17,-3,945
"487",99492,20,17,-3,945
"488",99493,20,18,-2,945
"489",99494,20,18,-2,945
"490",99495,20,18,-2,945
"491",99496,21,19,-2,945
"492",99497,19,18,-1,945
"493",99498,20,18,-2,945
"494",99499,20,18,-2,945
"495",99500,20,18,-2,945
"496",99501,20,18,-2,945
"497",99502,19,18,-1,945
"498",99503,19,18,-1,945
"499",99504,19,18,-1,945
"500",99505,17,17,0,945
"501",99506,18,17,-1,945
"502",99507,19,16,-3,945
"503",99508,54,46,-8,945
"504",99509,96,95,-1,945
"505",99510,95,95,0,945
"506",100205,14,11,-3,945
"507",100206,14,11,-3,945
"508",100207,18,16,-2,945
"509",100208,18,16,-2,945
"510",100209,19,17,-2,945
"511",100210,20,17,-3,945
"512",100211,20,18,-2,945
"513",100212,20,18,-2,945
"514",100213,19,18,-1,945
"515",100214,19,18,-1,945
"516",100215,20,19,-1,945
"517",100216,20,19,-1,945
"518",100217,19,18,-1,945
"519",100218,19,18,-1,945
"520",100219,19,18,-1,945
"521",100220,19,18,-1,945
"522",100221,19,18,-1,945
"523",100222,19,18,-1,945
"524",100223,19,18,-1,945
"525",100224,19,18,-1,945
"526",100225,18,16,-2,945
"527",100226,18,16,-2,945
"528",100227,19,16,-3,945
"529",100228,20,16,-4,945
"530",100229,76,75,-1,945
"531",100230,74,75,1,945
"532",100924,12,11,-1,945
"533",100925,13,11,-2,945
"534",100926,14,11,-3,945
"535",100927,15,16,1,945
"536",100928,18,16,-2,945
"537",100929,19,17,-2,945
"538",100930,20,17,-3,945
"539",100931,20,18,-2,945
"540",100932,19,18,-1,945
"541",100933,19,18,-1,945
"542",100934,19,18,-1,945
"543",100935,20,19,-1,945
"544",100936,20,19,-1,945
"545",100937,19,18,-1,945
"546",100938,19,18,-1,945
"547",100939,19,18,-1,945
"548",100940,19,18,-1,945
"549",100941,19,18,-1,945
"550",100942,19,18,-1,945
"551",100943,19,18,-1,945
"552",100944,19,18,-1,945
"553",100945,18,16,-2,945
"554",100946,18,16,-2,945
"555",100947,19,16,-3,945
"556",100948,20,16,-4,945
"557",100949,67,64,-3,945
"558",100950,64,62,-2,945
"559",101644,12,15,3,945
"560",101645,13,17,4,945
"561",101646,13,17,4,945
"562",101647,15,17,2,945
"563",101648,16,17,1,945
"564",101649,17,18,1,945
"565",101650,17,18,1,945
"566",101651,19,18,-1,945
"567",101652,19,18,-1,945
"568",101653,19,18,-1,945
"569",101654,18,18,0,945
"570",101655,17,19,2,945
"571",101656,18,19,1,945
"572",101657,18,18,0,945
"573",101658,18,18,0,945
"574",101659,16,16,0,945
"575",101660,18,18,0,945
"576",101661,19,18,-1,945
"577",101662,19,18,-1,945
"578",101663,19,18,-1,945
"579",101664,19,18,-1,945
"580",101665,18,17,-1,945
"581",101666,19,17,-2,945
"582",101667,19,17,-2,945
"583",101668,19,17,-2,945
"584",101669,21,20,-1,945
"585",101670,83,80,-3,945
"586",101671,87,84,-3,945
"587",101672,82,80,-2,945
"588",102364,12,15,3,945
"589",102365,12,17,5,945
"590",102366,12,17,5,945
"591",102367,15,17,2,945
"592",102368,15,17,2,945
"593",102369,16,18,2,945
"594",102370,16,18,2,945
"595",102371,16,18,2,945
"596",102372,17,18,1,945
"597",102373,17,18,1,945
"598",102374,17,19,2,945
"599",102375,16,19,3,945
"600",102376,14,19,5,945
"601",102377,15,18,3,945
"602",102378,31,27,-4,945
"603",102379,30,25,-5,945
"604",102380,18,18,0,945
"605",102381,19,18,-1,945
"606",102382,18,18,0,945
"607",102383,19,18,-1,945
"608",102384,18,18,0,945
"609",102385,18,17,-1,945
"610",102386,18,17,-1,945
"611",102387,19,17,-2,945
"612",102388,19,17,-2,945
"613",102389,18,18,0,945
"614",102390,20,19,-1,945
"615",102391,26,25,-1,945
"616",102392,87,84,-3,945
"617",102393,87,82,-5,945
"618",103084,12,18,6,945
"619",103085,12,18,6,945
"620",103086,12,18,6,945
"621",103087,13,18,5,945
"622",103088,15,18,3,945
"623",103089,15,18,3,945
"624",103090,15,18,3,945
"625",103091,15,16,1,945
"626",103092,16,18,2,945
"627",103093,15,18,3,945
"628",103094,15,19,4,945
"629",103095,14,18,4,945
"630",103096,14,18,4,945
"631",103097,14,18,4,945
"632",103098,14,18,4,945
"633",103099,14,18,4,945
"634",103100,15,18,3,945
"635",103101,15,18,3,945
"636",103102,13,18,5,945
"637",103103,15,18,3,945
"638",103104,17,18,1,945
"639",103105,18,18,0,945
"640",103106,18,18,0,945
"641",103107,19,18,-1,945
"642",103108,19,18,-1,945
"643",103109,18,18,0,945
"644",103110,19,18,-1,945
"645",103111,18,18,0,945
"646",103112,23,22,-1,945
"647",103113,85,81,-4,945
"648",103114,83,79,-4,945
"649",103115,82,76,-6,945
"650",103116,63,58,-5,945
"651",103804,12,18,6,945
"652",103805,13,18,5,945
"653",103806,13,18,5,945
"654",103807,13,18,5,945
"655",103808,13,18,5,945
"656",103809,14,18,4,945
"657",103810,14,18,4,945
"658",103811,14,18,4,945
"659",103812,14,18,4,945
"660",103813,14,17,3,945
"661",103814,14,18,4,945
"662",103815,14,18,4,945
"663",103816,14,18,4,945
"664",103817,13,18,5,945
"665",103818,13,18,5,945
"666",103819,13,18,5,945
"667",103820,12,18,6,945
"668",103821,12,18,6,945
"669",103822,12,18,6,945
"670",103823,13,18,5,945
"671",103824,16,18,2,945
"672",103825,18,18,0,945
"673",103826,18,18,0,945
"674",103827,18,18,0,945
"675",103828,19,18,-1,945
"676",103829,19,17,-2,945
"677",103830,19,17,-2,945
"678",103831,19,18,-1,945
"679",103832,19,18,-1,945
"680",103833,20,18,-2,945
"681",103834,24,22,-2,945
"682",103835,60,52,-8,945
"683",103836,83,79,-4,945
"684",103837,81,79,-2,945
"685",103838,78,72,-6,945
"686",104524,13,18,5,945
"687",104525,13,18,5,945
"688",104526,13,18,5,945
"689",104527,13,18,5,945
"690",104528,13,18,5,945
"691",104529,14,18,4,945
"692",104530,14,18,4,945
"693",104531,14,18,4,945
"694",104532,14,18,4,945
"695",104533,14,17,3,945
"696",104534,14,17,3,945
"697",104535,14,18,4,945
"698",104536,14,18,4,945
"699",104537,13,18,5,945
"700",104538,13,18,5,945
"701",104539,13,18,5,945
"702",104540,12,18,6,945
"703",104541,11,18,7,945
"704",104542,11,18,7,945
"705",104543,12,18,6,945
"706",104544,15,18,3,945
"707",104545,18,18,0,945
"708",104546,18,18,0,945
"709",104547,18,18,0,945
"710",104548,19,18,-1,945
"711",104549,19,17,-2,945
"712",104550,19,17,-2,945
"713",104551,19,18,-1,945
"714",104552,19,18,-1,945
"715",104553,19,18,-1,945
"716",104554,19,18,-1,945
"717",104555,20,18,-2,945
"718",104556,22,20,-2,945
"719",104557,25,23,-2,945
"720",104558,85,80,-5,945
"721",104559,83,80,-3,945
"722",104560,79,76,-3,945
"723",105245,13,18,5,945
"724",105246,13,18,5,945
"725",105247,14,17,3,945
"726",105248,14,17,3,945
"727",105249,14,17,3,945
"728",105250,14,17,3,945
"729",105251,14,17,3,945
"730",105252,14,17,3,945
"731",105253,14,17,3,945
"732",105254,14,17,3,945
"733",105255,14,18,4,945
"734",105256,13,18,5,945
"735",105257,13,18,5,945
"736",105258,13,18,5,945
"737",105259,13,18,5,945
"738",105260,11,18,7,945
"739",105261,11,18,7,945
"740",105262,11,18,7,945
"741",105263,12,18,6,945
"742",105264,14,18,4,945
"743",105265,16,18,2,945
"744",105266,18,18,0,945
"745",105267,19,18,-1,945
"746",105268,19,18,-1,945
"747",105269,20,18,-2,945
"748",105270,20,17,-3,945
"749",105271,18,16,-2,945
"750",105272,18,16,-2,945
"751",105273,18,16,-2,945
"752",105274,18,16,-2,945
"753",105275,18,16,-2,945
"754",105276,18,16,-2,945
"755",105277,20,18,-2,945
"756",105278,21,19,-2,945
"757",105279,26,23,-3,945
"758",105280,83,81,-2,945
"759",105281,83,83,0,945
"760",105282,83,82,-1,945
"761",105283,75,75,0,945
"762",105965,14,17,3,945
"763",105966,14,17,3,945
"764",105967,14,17,3,945
"765",105968,14,17,3,945
"766",105969,14,17,3,945
"767",105970,14,17,3,945
"768",105971,14,17,3,945
"769",105972,14,17,3,945
"770",105973,14,17,3,945
"771",105974,14,17,3,945
"772",105975,13,18,5,945
"773",105976,13,18,5,945
"774",105977,13,18,5,945
"775",105978,14,18,4,945
"776",105979,13,18,5,945
"777",105980,12,18,6,945
"778",105981,13,18,5,945
"779",105982,14,19,5,945
"780",105983,15,19,4,945
"781",105984,14,18,4,945
"782",105987,19,18,-1,945
"783",105988,19,18,-1,945
"784",105989,19,18,-1,945
"785",105990,20,17,-3,945
"786",105991,19,16,-3,945
"787",105992,18,16,-2,945
"788",105993,18,16,-2,945
"789",105994,18,16,-2,945
"790",105995,18,10,-8,945
"791",105996,18,10,-8,945
"792",105997,18,16,-2,945
"793",105998,18,16,-2,945
"794",105999,20,18,-2,945
"795",106000,21,19,-2,945
"796",106001,23,21,-2,945
"797",106002,29,26,-3,945
"798",106003,86,82,-4,945
"799",106004,85,83,-2,945
"800",106005,80,77,-3,945
"801",106010,78,77,-1,945
"802",106011,77,77,0,945
"803",106012,78,77,-1,945
"804",106686,14,17,3,945
"805",106687,14,17,3,945
"806",106688,14,17,3,945
"807",106689,14,17,3,945
"808",106690,14,17,3,945
"809",106691,14,17,3,945
"810",106692,14,17,3,945
"811",106693,14,17,3,945
"812",106694,13,17,4,945
"813",106695,13,18,5,945
"814",106696,14,18,4,945
"815",106697,14,18,4,945
"816",106698,13,18,5,945
"817",106699,12,18,6,945
"818",106700,12,18,6,945
"819",106701,13,18,5,945
"820",106702,13,18,5,945
"821",106703,14,18,4,945
"822",106709,19,18,-1,945
"823",106710,18,17,-1,945
"824",106711,19,16,-3,945
"825",106712,18,16,-2,945
"826",106713,18,16,-2,945
"827",106714,18,14,-4,945
"828",106715,18,9,-9,945
"829",106716,18,10,-8,945
"830",106717,18,16,-2,945
"831",106718,18,16,-2,945
"832",106719,20,18,-2,945
"833",106720,20,18,-2,945
"834",106721,20,18,-2,945
"835",106722,20,18,-2,945
"836",106723,23,22,-1,945
"837",106724,26,25,-1,945
"838",106725,88,84,-4,945
"839",106726,88,84,-4,945
"840",106727,87,84,-3,945
"841",106728,85,84,-1,945
"842",106729,87,86,-1,945
"843",106730,87,86,-1,945
"844",106731,74,69,-5,945
"845",106732,81,78,-3,945
"846",106733,82,79,-3,945
"847",106734,80,77,-3,945
"848",107407,14,17,3,945
"849",107408,14,17,3,945
"850",107409,14,17,3,945
"851",107410,15,17,2,945
"852",107411,15,17,2,945
"853",107412,14,17,3,945
"854",107413,14,17,3,945
"855",107414,14,18,4,945
"856",107415,14,19,5,945
"857",107417,13,19,6,945
"858",107418,13,19,6,945
"859",107419,12,19,7,945
"860",107420,12,19,7,945
"861",107430,19,18,-1,945
"862",107431,18,16,-2,945
"863",107432,18,15,-3,945
"864",107433,18,13,-5,945
"865",107434,18,11,-7,945
"866",107435,18,11,-7,945
"867",107436,18,16,-2,945
"868",107437,18,17,-1,945
"869",107438,18,17,-1,945
"870",107439,20,19,-1,945
"871",107440,20,19,-1,945
"872",107441,20,19,-1,945
"873",107442,20,19,-1,945
"874",107443,19,19,0,945
"875",107444,19,19,0,945
"876",107445,19,19,0,945
"877",107446,19,19,0,945
"878",107447,20,20,0,945
"879",107448,20,20,0,945
"880",107449,21,21,0,945
"881",107450,22,22,0,945
"882",107451,50,46,-4,945
"883",107452,51,47,-4,945
"884",107453,80,77,-3,945
"885",107454,88,85,-3,945
"886",107455,82,81,-1,945
"887",108152,17,14,-3,945
"888",108153,17,11,-6,945
"889",108154,18,11,-7,945
"890",108155,18,11,-7,945
"891",108156,18,13,-5,945
"892",108157,18,18,0,945
"893",108158,18,18,0,945
"894",108159,20,19,-1,945
"895",108160,20,19,-1,945
"896",108161,20,19,-1,945
"897",108162,20,19,-1,945
"898",108163,20,19,-1,945
"899",108164,20,19,-1,945
"900",108165,20,19,-1,945
"901",108166,19,19,0,945
"902",108167,19,19,0,945
"903",108168,19,19,0,945
"904",108169,19,19,0,945
"905",108170,19,19,0,945
"906",108171,19,19,0,945
"907",108172,58,53,-5,945
"908",108173,61,57,-4,945
"909",108174,81,79,-2,945
"910",108175,88,87,-1,945
"911",108176,82,81,-1,945
"912",108875,17,11,-6,945
"913",108876,17,11,-6,945
"914",108877,18,14,-4,945
"915",108878,18,18,0,945
"916",108879,20,19,-1,945
"917",108880,20,19,-1,945
"918",108881,20,19,-1,945
"919",108882,20,19,-1,945
"920",108883,20,19,-1,945
"921",108884,20,19,-1,945
"922",108885,19,19,0,945
"923",108886,19,19,0,945
"924",108887,19,19,0,945
"925",108888,19,19,0,945
"926",108889,19,19,0,945
"927",108890,18,18,0,945
"928",108891,18,18,0,945
"929",108892,19,18,-1,945
"930",108893,20,19,-1,945
"931",108894,33,33,0,945
"932",108895,80,76,-4,945
"933",108896,91,90,-1,945
"934",109597,17,12,-5,945
"935",109598,18,18,0,945
"936",109599,19,19,0,945
"937",109600,19,19,0,945
"938",109601,20,19,-1,945
"939",109602,20,19,-1,945
"940",109603,20,19,-1,945
"941",109604,19,19,0,945
"942",109605,19,19,0,945
"943",109606,19,19,0,945
"944",109607,19,19,0,945
"945",109608,19,19,0,945
"946",109609,19,19,0,945
"947",109610,19,19,0,945
"948",109611,19,19,0,945
"949",109612,19,18,-1,945
"950",109613,20,19,-1,945
