"","taxonID","taxon_name","year_2010","eez"
"324",800230,"Pandalus platyceros",43.7317488524225,"USA"
"325",800231,"Venerupis philippinarum",0.527932031159524,"USA"
"326",800232,"Hypomesus<U+00A0>pretiosus",338.979486750445,"USA"
"327",800233,"Spirinchus starksi",338.979486750445,"USA"
"328",800234,"Euphausia pacifica",119.256345210278,"USA"
"329",800235,"Thysanoessa spinifera",119.256345210278,"USA"
"330",800236,"Thysanoessa inspinata",119.256345210278,"USA"
"331",800237,"Thysanoessa longipes",119.256345210278,"USA"
"332",800238,"Thysanoessa rashii",119.256345210278,"USA"
"333",800239,"Selar<U+00A0>crumenophthalmus",12.6111319812381,"USA"
"334",800240,"Paralithodes californiensis",42.5485029476476,"USA"
"335",800241,"Makaira indica",3.94168254176905,"USA"
"336",800242,"Clupea pallasii",4.91292724255714,"USA"
"337",600006,"Coryphaena hippurus",1320.56082639769,"Mexico"
"338",600016,"Epinephelus itajara",428.063676757864,"Mexico"
"339",600089,"Acanthocybium solandri",379.18430043757,"Mexico"
"340",600094,"Auxis thazard",379.18430043757,"Mexico"
"341",600098,"Euthynnus lineatus",1166.9155313386,"Mexico"
"342",600107,"Katsuwonus pelamis",19054.6250001426,"Mexico"
"343",600113,"Sarda chiliensis",428.063676757864,"Mexico"
"344",600117,"Scomber japonicus",22698.0159629534,"Mexico"
"345",600136,"Scomberomorus sierra",807.247977195434,"Mexico"
"346",600142,"Thunnus alalunga",4852.00177609863,"Mexico"
"347",600143,"Thunnus albacares",64388.9127970248,"Mexico"
"348",600146,"Thunnus obesus",932.71370468862,"Mexico"
"349",600147,"Thunnus thynnus",428.063676757864,"Mexico"
"350",600149,"Rhinobatos planiceps",385.476030083203,"Mexico"
"351",600152,"Lutjanus guttatus",428.063676757864,"Mexico"
"352",600155,"Lutjanus jordani",428.063676757864,"Mexico"
"353",600170,"Lutjanus peru",428.063676757864,"Mexico"
"354",600223,"Kajikia audax",293.628236580731,"Mexico"
"355",600226,"Xiphias gladius",221.956151326836,"Mexico"
"356",600326,"Merluccius productus",428.063676757864,"Mexico"
"357",600348,"Epinephelus analogus",428.063676757864,"Mexico"
"358",600368,"Trachurus symmetricus",163.672747662736,"Mexico"
"359",600382,"Seriola lalandi",428.063676757864,"Mexico"
"360",600387,"Selar crumenophthalmus",428.063676757864,"Mexico"
"361",600422,"Genyonemus lineatus",10232.1597259256,"Mexico"
"362",600493,"Peprilus simillimus",5463.82960805225,"Mexico"
"363",600548,"Cetengraulis mysticetus",11698.9684386626,"Mexico"
"364",600729,"Squatina californica",385.476030083203,"Mexico"
"365",600752,"Isurus oxyrinchus",385.476030083203,"Mexico"
"366",600785,"Mugil cephalus",428.063676757864,"Mexico"
"367",600810,"Carcharhinus altimus",68.6780889325951,"Mexico"
"368",600864,"Carcharhinus brachyurus",68.6780889325951,"Mexico"
